"Itemnumber","Collectionname","Groupnumber","Catintrono","Stylename","Roomname","Groupname","Piecename","Fabriccolor","Finishcolor","Assemblyrequired","Typeofpackaging","Pack","Dropship","Countryoforigin","Catalogdescription","Shippingweight","Cubes","Itemdesc","Cartonlength","Cartonwidth","Cartonheight","Product 1 Desc","Product 1 Length","Product 1 Width","Product 1 Height","Product 2 Desc","Product 2 Length","Product 2 Width","Product 2 Height","Product 3 Desc","Product 3 Length","Product 3 Width","Product 3 Height","Product 4 Desc","Product 4 Length","Product 4 Width","Product 4 Height","UPC",
100269,,"G100268",2008,"TRA (TRADITIONAL)","D (DINING)","COUNTER HEIGHT","BAR STOOL","Brown","Cherry",0,"BOX",1,0,"China","40"" dia. bar table with turned base and beautifully accented legs. Matching upholstered brown vinyl bar stools that swivel. Made of Solid Hardwood with Cherry Veneer.",41.8,4.74,"Bar Stool",40.5,20.25,10,"BARSTOOL",21,19.5,46,,,,,,,,,,,,,21032165277,
100278,,"G100278",2008,"TRN (TRANSITIONAL)","D (DINING)","COUNTER HEIGHT","BAR TABLE",,"Black",1,"BOX",1,0,"China","42"" dia. bar table in a black finish. Bar table with turned base and fluted legs. Updated X back bar stool with swivel seat and vinyl upholstered seat.",,,,,,,"BAR TABLE",42,42,42.25,,,,,,,,,,,,,,
"100278B1",,"G100278",2008,"TRN (TRANSITIONAL)","D (DINING)","COUNTER HEIGHT","BAR TABLE",,"Black",1,"BOX",1,0,"China","42"" dia. bar table in a black finish. Bar table with turned base and fluted legs. Updated X back bar stool with swivel seat and vinyl upholstered seat.",61.6,5.72,"Bar Table Top box 1 of 2",44.5,44.5,5,,,,,,,,,,,,,,,,,21032165284,
"100278B2",,"G100278",2008,"TRN (TRANSITIONAL)","D (DINING)","COUNTER HEIGHT","BAR TABLE",,"Black",1,"BOX",1,0,"China","42"" dia. bar table in a black finish. Bar table with turned base and fluted legs. Updated X back bar stool with swivel seat and vinyl upholstered seat.",17.6,1.63,"Bar Table Base box 2 of 2",37,8.75,8.75,,,,,,,,,,,,,,,,,21032165291,
100279,,"G100278",2008,"TRN (TRANSITIONAL)","D (DINING)","COUNTER HEIGHT","BAR STOOL",,"Black",0,"BOX",1,0,"China","42"" dia. bar table in a black finish. Bar table with turned base and fluted legs. Updated X back bar stool with swivel seat and vinyl upholstered seat.",39.6,4.48,"Bar Stool",40.25,19.25,10,"BARSTOOL",20.5,19.25,45.5,,,,,,,,,,,,,21032165307,
100288,,"G100288",2009,"TRN (TRANSITIONAL)","D (DINING)","COUNTER HEIGHT","BAR SET",,"Oak",0,"BOX",1,0,"China","All in one bar unit with three different game table settings in oak. Wine shelves and glass holders included. Matching bar stool with cushion seat available.",161.7,15.58,"OAK BAR UNIT",57,31.5,15,"OAK BAR UNIT",53.25,24.25,40.5,,,,,,,,,,,,,21032178253,
100289,,"G100288",2009,"TRN (TRANSITIONAL)","D (DINING)","COUNTER HEIGHT","BAR STOOL",,"Oak",0,"BOX",1,0,"China","All in one bar unit with three different game table settings in oak. Wine shelves and glass holders included. Matching bar stool with cushion seat available.",18.7,2.52,"OAK BAR STOOL",27.5,19.25,8.25,"OAK BAR STOOL",25.25,25.25,29,,,,,,,,,,,,,21032178260,
"1002KE",,"G1002KE","2006-2","CON (CONTEMPORARY)","B (BEDROOM)","MATTRESSES","MATTRESS","White",,0,"BAG",1,0,"China","Complete support as you sleep. We only use premium comfort foam in our mattresses to provide a balance of pressure relieving comfort and support for your body. Our air barrier layer gives support and keeps you cool as you sleep. The removable washable cover is dust mite and allergen resistant.

10"" Memory Foam Mattress

Mattress Composition: 3 5/8” Visco 5.3 lb, 12-13 ILD, 3/8” Air Barrier, 6” HR, 32 ILD Base Foam, 3”x 3” Wedge Support, Jacquard Cover, FR Muslin",126,12.96,"MILANO KING MATTRESS",78,18,18,"MILANO KING MATTRESS",0,76,80,,,,,,,,,,,,,21032143695,
"1002KW","Milano","G1002KW","2006-2","CON (CONTEMPORARY)","B (BEDROOM)","MATTRESSES","MATTRESS","White",,0,"BAG",1,0,"China","Complete support as you sleep. We only use premium comfort foam in our mattresses to provide a balance of pressure relieving comfort and support for your body. Our air barrier layer gives support and keeps you cool as you sleep. The removable washable cover is dust mite and allergen resistant. 

10"" Memory Foam Mattress

Mattress Composition: 3 5/8” Visco 5.3 lb, 12-13 ILD, 3/8” Air Barrier, 6” HR, 32 ILD Base Foam, 3”x 3” Wedge Support, Jacquard Cover, FR Muslin",129,12.63,"MILANO CALIFORNIA KING MATTRESS",74,18,18,"MILANO CALIFORNIA  KING MATTRESS",0,72,84,,,,,,,,,,,,,21032143688,
"1002Q",,"G1002Q","2006-2","CON (CONTEMPORARY)","B (BEDROOM)","MATTRESSES","MATTRESS","White",,0,"BAG",1,0,"China","Complete support as you sleep. We only use premium comfort foam in our mattresses to provide a balance of pressure relieving comfort and support for your body. Our air barrier layer gives support and keeps you cool as you sleep. The removable washable cover is dust mite and allergen resistant.

10"" Memory Foam Mattress

Mattress Composition: 3 5/8” Visco 5.3 lb, 12-13 ILD, 3/8” Air Barrier, 6” HR, 32 ILD Base Foam, 3”x 3” Wedge Support, Jacquard Cover, FR Muslin",102,9.77,"MILANO QUEEN MATTRESS",62,18,18,"MILANO QUEEN MATTRESS",0,60,80,,,,,,,,,,,,,21032143671,
"1002TL",,"G1002TL",2008,"CON (CONTEMPORARY)","B (BEDROOM)","MATTRESSES","MATTRESS","White",,0,"BAG",1,0,"China","Complete support as you sleep. We only use premium comfort foam in our mattresses to provide a balance of pressure relieving comfort and support for your body. Our air barrier layer gives support and keeps you cool as you sleep. The removable washable cover is dust mite and allergen resistant.

10"" Memory Foam Mattress

Mattress Composition: 3 5/8” Visco 5.3 lb, 12-13 ILD, 3/8” Air Barrier, 6” HR, 32 ILD Base Foam, 3”x 3” Wedge Support, Jacquard Cover, FR Muslin",38,8.6,"MILANO TWIN LONG MATTRESS",40,18,18,"MILANO TWIN LONG MATTRESS",0,39,80,,,,,,,,,,,,,21032156497,
"100329BLK",,"G100328B",2010,"CAS (CASUAL)","D (DINING)","COUNTER HEIGHT","BAR STOOL",,"Black",0,"BOX",2,0,"China","Black 24"" H bar stool.",33,5.4,"BLACK 24"" H BAR STOOL",12,12,64.8,"BLACK 24""H BAR STOOL",17.75,22,33.5,,,,,,,,,,,,,21032204341,
"100329CHO",,"G100329C",2010,"CAS (CASUAL)","D (DINING)","COUNTER HEIGHT","BAR STOOL","Chocolate",,0,"BOX",2,0,"China","Chocolate 24"" H bar stool.",33,5.4,"CHOCOLATE 24 "" H BAR CHAIR",12,12,64.8,"CHOCOLATE 24"" H BAR CHAIR",17.75,22,39,,,,,,,,,,,,,21032204358,
"100329RED",,"G100329R",2010,"CAS (CASUAL)","D (DINING)","COUNTER HEIGHT","BAR STOOL","Chocolate",,0,"BOX",2,0,"China","Red 24"" H bar stool.",33,5.4,"RED 24"" H BAR STOOL",12,12,64.8,"RED 24"" H BAR STOOL",17.75,22,33.5,,,,,,,,,,,,,21032204365,
"100329WHT",,"G100329W",2010,"CAS (CASUAL)","D (DINING)","COUNTER HEIGHT","BAR STOOL",,"White",0,"BOX",2,0,"China","White 24"" H bar stool.",33,5.4,"WHITE 24"" H BAR STOOL",12,12,64.8,"WHITE 24"" H BAR STOOL",17.75,22,33.5,,,,,,,,,,,,,21032204372,
"100330BLK",,"G100330B",2010,"CAS (CASUAL)","D (DINING)","COUNTER HEIGHT","BAR STOOL",,"Black",0,"BOX",2,0,"China","Black 29"" H bar stool.",35.2,6.05,"BLACK 29"" H BAR STOOL",12,12,72.6,"BLACK 29""H BAR STOOL",17.75,22,39,,,,,,,,,,,,,21032204389,
"100330CHO",,"G100330C",2010,"CAS (CASUAL)","D (DINING)","COUNTER HEIGHT","BAR STOOL","Chocolate",,0,"BOX",2,0,"China","Chocolate 29"" H bar stool",35.2,6.05,"CHOCOLATE 29"" H BAR STOOL",12,12,72.6,"CHOCOLATE 29"" BAR STOOL",17.75,22,39,,,,,,,,,,,,,21032204396,
"100330RED",,"G100330R",2010,"CAS (CASUAL)","D (DINING)","COUNTER HEIGHT","BAR STOOL",,"Red",0,"BOX",2,0,"China","Red 29"" H Bar Stool",35.2,6.05,"RED 29"" H BAR STOOL",12,12,72.6,"RED 29"" BAR STOOL",17.75,22,39,,,,,,,,,,,,,21032204402,
"100330WHT",,"G10033W",2010,"CAS (CASUAL)","D (DINING)","COUNTER HEIGHT","BAR STOOL",,"White",0,"BOX",2,0,"China","White 29"" H bar stool",35.2,6.05,"WHITE 29"" H BAR STOOL",12,12,72.6,"WHITE 29""H BAR STOOL",17.75,22,39,,,,,,,,,,,,,21032204419,
100331,,"G100331",2006,"CAS (CASUAL)","D (DINING)","COUNTER HEIGHT","TABLE",,"Cappuccino",0,"BOX",1,0,"Malaysia","Rich cappuccino finish counter height dining set is made of solid wood with a cherry veneer top. Matching padded bar stools and a curio with wine rack completes this collection.",121.25,11.21,"CAPPUCCINO COUNTER HEIGHT TABLE",58.27,39.29,8.46,"CAPPUCCINO COUNTER HEIGHT TABLE",54,54,36,,,,,,,,,,,,,21032139308,
100332,,"G100331",2006,"CAS (CASUAL)","D (DINING)","COUNTER HEIGHT","BAR STOOL",,"Cappuccino",0,"BOX",2,0,"Malaysia","Rich cappuccino finish counter height dining set is made of solid wood with a cherry veneer top. Matching padded bar stools and a curio with wine rack completes this collection.",35.27,4.26,"CAPPUCCINO 24""H BAR STOOL",43.11,18.11,9.45,"CAPPUCCINO 24""H BAR STOOL",21,17.5,42,,,,,,,,,,,,,21032139315,
100333,,"G100331",2006,"CAS (CASUAL)","D (DINING)","COUNTER HEIGHT","CHINA",,"Cappuccino",0,"BOX",1,0,"Malaysia","Rich cappuccino finish counter height dining set is made of solid wood with a cherry veneer top. Matching padded bar stools and a curio with wine rack completes this collection.",132.3,25.7,"CAPPUCCINO CURIO W/ DOOR GLASS",58.86,40.35,18.7,"CAPPUCCINO CURIO W/ DOOR GLASS",38,16.5,42,,,,,,,,,,,,,21032139322,
100357,,"G100355",2007,"TRN (TRANSITIONAL)","D (DINING)","COUNTER HEIGHT","BAR STOOL","Black","Cherry",0,"BOX",2,0,"China","This 54” square counter height dining table is the ideal piece for any dining room. It features marble-like veneer and is finished in rich cherry. Cushioned seat and back chairs are wrapped in durable leather-like vinyl in black.",40.7,6.92,"BAR STOOL",41.25,20,14.5,"BAR STOOL",24,19,39.5,,,,,,,,,,,,,21032149284,
100358,,"G100355",2007,"TRN (TRANSITIONAL)","D (DINING)","COUNTER HEIGHT","BAR STOOL","Brown","Cherry",0,"BOX",2,0,"China","This counter height 54” square dining table is the idea accent for any dining room. It features a medium brown finish, marble-like veneer table top and wood construction. Cushioned seat and back chairs are wrapped in durable leather-like vinyl in brown.",40.7,6.92,"BAR STOOL",41.25,20,14.5,"BAR STOOL",24,19,39.5,,,,,,,,,,,,,21032149291,
100387,,"G100355",2007,"TRN (TRANSITIONAL)","D (DINING)","COUNTER HEIGHT","BAR STOOL","Black","Cherry",0,"BOX",2,0,"China","This counter height 54” square dining table is the idea accent for any dining room. It features a medium brown finish, marble-like veneer table top and wood construction. Cushioned seat and back chairs are wrapped in durable leather-like vinyl in brown.",47.08,7.63,"BAR STOOL",45.5,20,14.5,"BAR STOOL",24,19,44.5,,,,,,,,,,,,,21032149345,
100388,,"G100355",2007,"TRN (TRANSITIONAL)","D (DINING)","COUNTER HEIGHT","BAR STOOL","Brown","Cherry",0,"BOX",2,0,"China","This counter height 54” square dining table is the idea accent for any dining room. It features a medium brown finish, marble-like veneer table top and wood construction. Cushioned seat and back chairs are wrapped in durable leather-like vinyl in BLACK.",47.08,7.63,"BAR STOOL",45.5,20,14.5,"BAR STOOL",29,24,44.5,,,,,,,,,,,,,21032149352,
100438,,"G100438","2007-2","CAS (CASUAL)","D (DINING)","COUNTER HEIGHT","TABLE",,"Cappuccino",1,"BOX",1,0,"Malaysia","The 54” sq. counter table features a built in 24” frosted glass Lazy Susan. This entire featured collection is finished in rich cappuccino. Your choice of 3 different style 24”H barstools.",,,,,,,"DINING TABLE",51.5,51.5,36,,,,,,,,,,,,,,
"100438B1",,"G100438","2007-2","CAS (CASUAL)","D (DINING)","CASUAL DINING","TABLE",,"Cappuccino",0,"BOX",1,0,"Malaysia","The 54” sq. counter table features a built in 24” frosted glass Lazy Susan. This entire featured collection is finished in rich cappuccino. Your choice of 3 different style 24”H barstools.",86.63,9.85,"B1 = TABLE TOP + LAZY SUSAN, BOX 1 OF 2",56.69,56.5,5.31,,,,,,,,,,,,,,,,,21032159306,
"100438B2",,"G100438","2007-2","CAS (CASUAL)","D (DINING)","COUNTER HEIGHT","TABLE",,"Cappuccino",0,"BOX",1,0,"Malaysia","The 54” sq. counter table features a built in 24” frosted glass Lazy Susan. This entire featured collection is finished in rich cappuccino. Your choice of 3 different style 24”H barstools.",64.12,3.95,"B2 = TABLE BASE, BOX 2 OF 2",41.14,28.15,5.91,,,,,,,,,,,,,,,,,21032159313,
100458,,"G100458",2013,"CAS (CASUAL)","D (DINING)","COUNTER HEIGHT","TABLE",,"Walnut",0,"BOX",1,0,"Malaysia","COUNTER HEIGHT TABLE",175,10.53,"COUNTER HEIGHT TABLE",75,39.25,6.13,"COUNTER HEIGHT BARSTOOL",72,39,35.75,,,,,,,,,,,,,21032254216,
100459,,"G100458",2013,"CAS (CASUAL)","D (DINING)","COUNTER HEIGHT","BAR STOOL",,"Walnut",0,"BOX",1,0,"Malaysia","BARSTOOL",63.82,7.24,"BARSTOOL",45.13,20.88,13.25,"BARSTOOL",20,22.75,44,,,,,,,,,,,,,21032254223,
100460,,"G100460",2008,"CON (CONTEMPORARY)","D (DINING)","CASUAL DINING","TABLE",,"Cappuccino",0,"BOX",1,0,"Malaysia","Contemporary style dining table set in a rich cappuccino finish. Table features extension leaf and tapered legs.",123.48,9.57,"CAPPUCCINO EXTENSION TABLE",81.89,42.76,4.72,"CAPPUCCINO EXTENSION TABLE",78,40,30,,,,,,,,,,,,,21032164003,
100461,,"G100460",2006,"CON (CONTEMPORARY)","D (DINING)","CASUAL DINING","TABLE",,"Cappuccino",0,"BOX",1,0,"Malaysia","Contemporary style dining table set in a rich cappuccino finish. Table features extension leaf and tapered legs.",71.66,6.42,"CAPPUCCINO FIX TOP TABLE",62.32,37.72,4.72,"CAPPUCCINO FIX TOP TABLE",59,35.5,30,,,,,,,,,,,,,21032138301,
100462,,"G100460",2006,"CON (CONTEMPORARY)","D (DINING)","CASUAL DINING","SIDE CHAIR",,"Cappuccino",0,"BOX",2,0,"Malaysia","Contemporary style dining table set in a rich cappuccino finish. Table features extension leaf and tapered legs.",30.86,3.64,"CAPPUCCINO SIDE CHAIR W/ CUSHION",36.22,20.08,8.66,"CAPPUCCINO SIDE CHAIR W/ CUSHION",21,19,35,,,,,,,,,,,,,21032138318,
100463,,"G100460",2008,"CON (CONTEMPORARY)","D (DINING)","CASUAL DINING","ARM CHAIR",,"Cappuccino",0,"BOX",2,0,"Malaysia","Contemporary style dining table set in a rich cappuccino finish. Table features extension leaf and tapered legs.",30.86,3.64,"CAPPUCCINO ARM CHAIR W/ CUSHION",36.22,20.08,8.66,"CAPPUCCINIO ARM CHAIR W/ CUSHION",21,22,35,,,,,,,,,,,,,21032164010,
100464,,"G100460",2008,"CON (CONTEMPORARY)","D (DINING)","CASUAL DINING","CHINA",,"Cappuccino",1,"BOX",1,0,"Malaysia","Contemporary style dining table set in a rich cappuccino finish. Table features extension leaf and tapered legs.",,,,,,,"CAPPUCCINO CHINA",16,40,78,,,,,,,,,,,,,,
"100464B",,"G100460",2008,"CON (CONTEMPORARY)","D (DINING)","CASUAL DINING","BUFFET",,"Cappuccino",0,"BOX",1,0,"Malaysia","Contemporary style dining table set in a rich cappuccino finish. Table features extension leaf and tapered legs.",83.79,15.09,"CAPPUCCINO BUFFET",42.72,18.9,34.06,,,,,,,,,,,,,,,,,21032164027,
"100464H",,"G100460",2008,"CON (CONTEMPORARY)","D (DINING)","CASUAL DINING","HUTCH",,"Cappuccino",0,"BOX",1,0,"Malaysia","Contemporary style dining table set in a rich cappuccino finish. Table features extension leaf and tapered legs.",110.25,23.76,"CAPPUCCINO HUTCH",51.1,42.52,18.9,,,,,,,,,,,,,,,,,21032164034,
100491,,"G100491",2006,"CAS (CASUAL)","D (DINING)","DINETTES","TABLE",,"Cappuccino",0,"BOX",1,0,"Malaysia","Cappuccino finish with wood veneer top and micro fiber fabric seat covered top.",49.5,4.44,"TABLE",50.39,32.28,4.72,"TABLE",47.25,29.5,29,,,,,,,,,,,,,21032139643,
100492,,"G100491",2006,"CAS (CASUAL)","D (DINING)","DINETTES","SIDE CHAIR","Mocha","Cappuccino",0,"BOX",2,0,"Malaysia","Cappuccino finish with wood veneer top and micro fiber fabric seat covered top.",28.66,3.95,"CHAIR",37.8,17.32,10.43,"CHAIR",20.5,17,36.75,,,,,,,,,,,,,21032139650,
"100494BGD",,"G100494B",2008,"CAS (CASUAL)","D (DINING)","CASUAL DINING","SIDE CHAIR","Burgundy","Cappuccino",0,"BOX",2,0,"China","ROLLED BACK PARSON CHAIR IN BY-CAST VINYL.",44,9.36,"PARSON CHAIR",42,19.5,19.75,"PARSON CHAIR",26.5,18.75,40,,,,,,,,,,,,,21032168216,
"100494BRN",,"G100494B",2008,"CAS (CASUAL)","D (DINING)","CASUAL DINING","SIDE CHAIR","Brown","Cappuccino",0,"BOX",2,0,"China","ROLLED BACK PARSON CHAIR IN MICROFIBER",44,9.36,"PARSON CHAIR",42,19.5,19.75,"PARSON CHAIR",26.5,18.75,40,,,,,,,,,,,,,21032168209,
"100494CHO",,"G100494C",2008,"CAS (CASUAL)","D (DINING)","CASUAL DINING","SIDE CHAIR","Chocolate","Cappuccino",0,"BOX",2,0,"China","ROLLED BACK PARSON CHAIR IN BY-CAST VINYL.",44,9.36,"PARSON CHAIR",42,19.5,19.75,"PARSON CHAIR",26.5,18.75,40,,,,,,,,,,,,,21032168230,
"100494TAN",,"G100494T",2008,"CAS (CASUAL)","D (DINING)","CASUAL DINING","SIDE CHAIR","Tan","Cappuccino",0,"BOX",2,0,"China","ROLLED BACK PARSON CHAIR IN MICROFIBER",44,9.36,"PARSON CHAIR",42,19.5,19.75,"PARSON CHAIR",26.5,18.75,40,,,,,,,,,,,,,21032168223,
"100497BLK",,"G100497B",2010,"CAS (CASUAL)","D (DINING)","CASUAL DINING","SIDE CHAIR",,"Black",0,"BOX",4,0,"China","Black Parson Chair",59.4,11.37,"BLACK PARSON CHAIR",38.5,23.75,21.5,"BLACK PARSON CHAIR",17.75,22,35,,,,,,,,,,,,,21032204426,
"100497CHO",,"G100497C",2010,"CAS (CASUAL)","D (DINING)","CASUAL DINING","SIDE CHAIR","Chocolate",,0,"BOX",4,0,"China","Chocolate Parson Chair",59.4,11.37,"CHOCOLATE PARSON CHAIR",38.5,23.75,21.5,"CHOCOLATE PARSON CHAIR",17.75,22,35,,,,,,,,,,,,,21032204433,
"100497RED",,"G100497R",2010,"CAS (CASUAL)","D (DINING)","CASUAL DINING","SIDE CHAIR",,"Red",0,"BOX",4,0,"China","Red Parson Chair",59.4,11.37,"RED PARSON CHAIR",38.5,23.75,21.5,"RED PARSON CHAIR",17.75,22,35,,,,,,,,,,,,,21032204440,
